target,isp,os,latency,jitter,packet_loss,download,upload,date,hour
amazon,"AS2860 NOS COMUNICACOES, S.A.",Windows,55.531,3.185,0.0,29.65,29.65,08-05-2022,11:14
azure,"AS2860 NOS COMUNICACOES, S.A.",Windows,50.491,4.531,0.0,32.61,32.61,08-05-2022,11:14
google,"AS2860 NOS COMUNICACOES, S.A.",Windows,53.457,2.374,0.0,30.15,30.14,08-05-2022,11:15
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.117,0.53,0.0,10.06,10.65,08-05-2022,11:23
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,48.455,0.95,0.0,10.74,11.36,08-05-2022,11:24
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,39.917,0.557,0.0,12.96,13.65,08-05-2022,11:24
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.659,0.617,0.0,11.07,11.67,08-05-2022,11:24
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.884,0.33,0.0,10.09,10.77,08-05-2022,11:42
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.674,0.822,0.0,10.72,11.36,08-05-2022,11:43
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,39.915,0.348,0.0,12.96,13.60,08-05-2022,11:43
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.743,0.913,0.0,11.25,11.72,08-05-2022,11:43
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.246,0.427,0.0,10.15,10.72,08-05-2022,11:44
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,48.857,1.343,0.0,10.56,11.15,08-05-2022,11:45
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,40.319,1.038,0.0,12.89,13.14,08-05-2022,11:45
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.685,0.923,0.0,11.47,12.14,08-05-2022,11:45
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.754,0.743,0.0,10.06,10.65,08-05-2022,11:47
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.426,0.852,0.0,10.68,11.31,08-05-2022,11:48
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,39.724,0.238,0.0,12.97,13.73,08-05-2022,11:48
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.687,0.717,0.0,11.54,11.93,08-05-2022,11:48
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.268,0.326,0.0,10.08,10.77,08-05-2022,11:48
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,48.524,1.495,0.0,10.92,11.51,08-05-2022,11:49
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,40.04,1.0,0.0,12.96,13.60,08-05-2022,11:49
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.875,0.933,0.0,11.33,12.01,08-05-2022,11:49
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.874,0.261,0.0,10.04,10.59,08-05-2022,11:53
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,49.128,0.79,0.0,10.68,11.34,08-05-2022,11:53
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,39.953,0.285,0.0,12.91,13.47,08-05-2022,11:53
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.99,0.546,0.0,10.96,11.62,08-05-2022,11:53
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.391,0.788,0.0,9.98,10.69,08-05-2022,11:54
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,48.538,0.678,0.0,10.88,11.62,08-05-2022,11:54
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,40.394,0.685,0.0,13.04,13.70,08-05-2022,11:54
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.402,0.643,0.0,11.33,11.85,08-05-2022,11:54
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.446,0.398,0.0,10.07,10.60,08-05-2022,11:55
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.656,0.452,0.0,10.68,11.34,08-05-2022,11:56
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,39.817,0.552,0.0,13.43,14.09,08-05-2022,11:56
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.856,0.286,0.0,11.23,11.83,08-05-2022,11:56
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.595,1.13,0.0,10.67,12.55,08-05-2022,12:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.298,0.06,0.0,47.53,49.91,08-05-2022,12:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.252,0.544,0.0,48.70,49.60,08-05-2022,12:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,42.062,0.721,0.0,47.53,48.68,08-05-2022,12:01
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.136,0.31,0.0,9.87,10.47,08-05-2022,12:10
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.564,0.421,0.0,11.03,11.70,08-05-2022,12:11
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,40.309,0.805,0.0,12.84,13.40,08-05-2022,12:11
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.755,0.526,0.0,11.23,11.79,08-05-2022,12:11
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.245,0.36,0.0,10.21,10.83,08-05-2022,12:17
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.807,0.177,0.0,11.03,11.57,08-05-2022,12:17
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,39.904,0.397,0.0,12.96,13.45,08-05-2022,12:18
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.483,0.363,0.0,10.97,11.47,08-05-2022,12:18
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.752,0.243,0.0,9.93,10.46,08-05-2022,12:18
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.632,0.323,0.0,10.48,11.02,08-05-2022,12:19
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,39.554,0.323,0.0,12.96,13.59,08-05-2022,12:19
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.524,0.461,0.0,11.58,12.21,08-05-2022,12:19
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.484,0.674,0.0,9.99,10.49,08-05-2022,12:21
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,48.111,0.48,0.0,10.51,11.09,08-05-2022,12:21
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,39.96,0.266,0.0,13.21,13.98,08-05-2022,12:21
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.001,0.969,0.0,11.33,11.93,08-05-2022,12:21
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,49.868,5.736,0.0,10.06,10.69,08-05-2022,12:45
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.618,0.781,0.0,10.04,10.72,08-05-2022,12:45
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,42.532,4.778,0.0,11.96,12.70,08-05-2022,12:45
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,48.368,3.646,0.0,10.59,11.29,08-05-2022,12:46
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,50.165,6.053,0.0,10.06,10.82,08-05-2022,12:47
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,48.152,1.384,0.0,10.51,11.06,08-05-2022,12:47
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,41.272,1.679,0.0,12.84,13.37,08-05-2022,12:47
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.218,1.232,0.0,11.02,11.60,08-05-2022,12:48
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.421,0.738,0.0,10.13,10.68,08-05-2022,12:49
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,49.809,2.526,0.0,10.35,11.02,08-05-2022,12:49
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,40.771,0.601,0.0,12.69,13.28,08-05-2022,12:49
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.631,3.655,0.0,10.93,11.47,08-05-2022,12:50
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,49.049,3.688,0.0,10.11,10.80,08-05-2022,12:50
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,48.937,2.836,0.0,10.50,11.11,08-05-2022,12:50
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,40.812,1.82,0.0,12.66,13.37,08-05-2022,12:50
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.218,3.657,0.0,10.89,11.29,08-05-2022,12:51
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,48.738,2.302,0.0,10.00,10.57,08-05-2022,12:51
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,48.362,1.056,0.0,11.11,11.62,08-05-2022,12:51
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,41.52,2.081,0.0,12.53,13.13,08-05-2022,12:52
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.653,1.987,0.0,11.01,11.66,08-05-2022,12:52
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.319,0.168,0.0,9.95,10.51,08-05-2022,12:56
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.429,0.614,0.0,11.03,11.54,08-05-2022,12:57
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,40.222,0.164,0.0,12.96,13.62,08-05-2022,12:57
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.579,0.503,0.0,11.32,12.03,08-05-2022,12:57
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.51,1.413,0.0,9.97,10.59,08-05-2022,13:46
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.527,0.233,0.0,11.04,11.65,08-05-2022,13:46
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,40.309,0.541,0.0,12.56,13.24,08-05-2022,13:46
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.543,0.466,0.0,11.02,11.62,08-05-2022,13:47
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.951,0.295,0.0,9.96,10.69,08-05-2022,13:52
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.74,0.548,0.0,10.33,10.95,08-05-2022,13:52
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,40.541,0.81,0.0,12.50,13.03,08-05-2022,13:52
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.909,0.928,0.0,11.02,11.56,08-05-2022,13:53
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.099,0.267,0.0,10.05,10.69,08-05-2022,14:00
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.568,0.371,0.0,10.33,11.08,08-05-2022,14:00
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,40.093,1.013,0.0,12.86,13.47,08-05-2022,14:00
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.46,0.463,0.0,11.08,11.61,08-05-2022,14:01
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.363,0.501,0.0,9.99,10.67,08-05-2022,14:37
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.121,1.168,0.0,11.02,11.60,08-05-2022,14:37
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,48.592,0.568,0.0,12.92,13.44,08-05-2022,14:38
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.62,0.377,0.0,11.22,11.92,08-05-2022,14:38
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.419,0.417,0.0,9.99,10.54,08-05-2022,14:46
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.909,0.539,0.0,10.77,11.41,08-05-2022,14:46
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,48.667,1.054,0.0,12.87,13.57,08-05-2022,14:47
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.685,0.614,0.0,11.23,11.87,08-05-2022,14:47
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,48.304,2.15,0.0,9.94,10.54,08-05-2022,14:49
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.242,0.751,0.0,10.69,11.15,08-05-2022,14:49
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,48.616,1.016,0.0,12.87,13.42,08-05-2022,14:49
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.728,0.159,0.0,11.24,11.85,08-05-2022,14:50
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.272,0.336,0.0,9.99,10.72,08-05-2022,15:05
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.452,0.865,0.0,10.89,11.49,08-05-2022,15:05
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,48.543,1.022,0.0,12.78,13.36,08-05-2022,15:05
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.854,0.615,0.0,11.23,11.92,08-05-2022,15:05
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.266,0.534,0.0,10.00,10.65,08-05-2022,15:46
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.85,0.555,0.0,10.94,11.47,08-05-2022,15:46
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,39.931,0.841,0.0,12.94,13.42,08-05-2022,15:46
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.642,0.156,0.0,11.23,11.82,08-05-2022,15:46
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.448,0.21,0.0,10.65,12.49,08-05-2022,16:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.064,1.06,0.0,48.83,50.48,08-05-2022,16:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.999,0.91,0.0,44.44,45.31,08-05-2022,16:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.847,0.988,0.0,48.04,49.15,08-05-2022,16:01
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.99,0.324,0.0,9.98,10.51,08-05-2022,16:17
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.763,0.811,0.0,11.09,11.61,08-05-2022,16:17
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,39.386,0.122,0.0,12.97,13.65,08-05-2022,16:18
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.588,0.446,0.0,11.33,12.03,08-05-2022,16:18
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.657,0.312,0.0,9.93,10.50,08-05-2022,16:29
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.818,0.48,0.0,10.98,11.56,08-05-2022,16:29
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,39.871,0.345,0.0,13.33,13.98,08-05-2022,16:29
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.604,0.649,0.0,11.58,12.21,08-05-2022,16:30
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.052,0.699,0.0,10.05,10.56,08-05-2022,17:18
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.298,0.302,0.0,10.88,11.38,08-05-2022,17:18
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,38.729,0.625,0.0,13.20,13.72,08-05-2022,17:19
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.799,0.23,0.0,10.97,11.62,08-05-2022,17:19
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.107,0.374,0.0,10.03,10.72,08-05-2022,17:55
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.965,0.596,0.0,10.99,11.64,08-05-2022,17:55
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,38.856,0.685,0.0,13.40,14.06,08-05-2022,17:56
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.524,0.391,0.0,11.23,11.80,08-05-2022,17:56
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.759,0.121,0.0,10.05,10.57,08-05-2022,18:02
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.172,0.231,0.0,10.74,11.39,08-05-2022,18:02
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,38.503,0.553,0.0,13.38,14.09,08-05-2022,18:03
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.203,0.24,0.0,11.43,12.03,08-05-2022,18:03
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.144,0.898,0.0,10.67,12.55,08-05-2022,20:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.608,1.318,0.0,48.34,50.06,08-05-2022,20:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.548,2.484,0.0,48.66,49.54,08-05-2022,20:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,42.38,0.841,0.0,47.57,48.44,08-05-2022,20:01
alibaba,"AS2860 NOS COMUNICACOES, S.A.",Windows,61.801,4.003,0.0,10.58,10.48,08-05-2022,21:53
amazon,"AS2860 NOS COMUNICACOES, S.A.",Windows,62.403,5.496,0.0,29.02,29.02,08-05-2022,21:53
azure,"AS2860 NOS COMUNICACOES, S.A.",Windows,58.002,9.999,0.0,29.43,29.42,08-05-2022,21:54
google,"AS2860 NOS COMUNICACOES, S.A.",Windows,57.193,9.739,0.0,23.69,23.69,08-05-2022,21:54
alibaba,"AS2860 NOS COMUNICACOES, S.A.",Windows,59.026,2.019,0.0,9.01,8.93,08-05-2022,22:27
amazon,"AS2860 NOS COMUNICACOES, S.A.",Windows,55.685,2.911,0.0,29.84,29.83,08-05-2022,22:27
azure,"AS2860 NOS COMUNICACOES, S.A.",Windows,52.888,8.305,0.0,32.59,32.59,08-05-2022,22:28
google,"AS2860 NOS COMUNICACOES, S.A.",Windows,55.412,4.525,0.0,29.73,29.73,08-05-2022,22:28
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.44,0.663,0.0,10.73,12.38,09-05-2022,00:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.918,0.66,0.0,48.05,49.81,09-05-2022,00:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.715,6.582,0.0,48.45,49.55,09-05-2022,00:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,42.019,0.701,0.0,45.41,46.40,09-05-2022,00:01
alibaba,"AS2860 NOS COMUNICACOES, S.A.",Windows,59.427,2.555,0.0,10.80,10.68,09-05-2022,01:20
amazon,"AS2860 NOS COMUNICACOES, S.A.",Windows,58.336,6.954,0.0,30.82,30.82,09-05-2022,01:21
azure,"AS2860 NOS COMUNICACOES, S.A.",Windows,50.824,4.36,0.0,32.58,32.58,09-05-2022,01:21
google,"AS2860 NOS COMUNICACOES, S.A.",Windows,51.446,3.17,0.0,31.22,31.21,09-05-2022,01:21
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.218,0.145,0.0,10.71,12.55,09-05-2022,04:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.41,1.518,0.0,49.30,51.79,09-05-2022,04:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.811,0.783,0.0,48.80,49.90,09-05-2022,04:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,41.11,0.729,0.0,48.57,49.68,09-05-2022,04:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.677,1.434,0.0,10.65,12.38,09-05-2022,08:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.167,1.562,0.0,47.10,49.62,09-05-2022,08:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.821,2.228,0.0,44.18,45.17,09-05-2022,08:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,41.302,0.926,0.0,42.43,43.61,09-05-2022,08:01
alibaba,"AS2860 NOS COMUNICACOES, S.A.",Windows,58.321,1.707,0.0,9.85,9.73,09-05-2022,11:10
amazon,"AS2860 NOS COMUNICACOES, S.A.",Windows,53.164,3.719,0.0,29.43,29.43,09-05-2022,11:10
azure,"AS2860 NOS COMUNICACOES, S.A.",Windows,47.771,0.754,0.0,32.26,32.26,09-05-2022,11:10
google,"AS2860 NOS COMUNICACOES, S.A.",Windows,52.314,2.737,0.0,29.98,29.96,09-05-2022,11:10
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.121,1.693,0.0,10.69,12.03,09-05-2022,12:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.388,1.253,0.0,47.54,50.06,09-05-2022,12:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.251,1.459,0.0,48.41,49.53,09-05-2022,12:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,41.958,0.458,0.0,46.37,47.52,09-05-2022,12:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.408,1.148,0.0,10.68,12.33,09-05-2022,16:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.076,1.125,0.0,48.58,51.32,09-05-2022,16:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.084,1.084,0.0,45.19,46.20,09-05-2022,16:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,42.372,0.771,0.0,47.93,49.10,09-05-2022,16:01
alibaba,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,53.058,23.907,0.0,10.48,10.36,09-05-2022,16:44
amazon,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,41.836,5.619,0.0,41.10,41.10,09-05-2022,16:45
azure,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,37.499,1.81,0.0,42.99,42.99,09-05-2022,16:45
google,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,137.146,76.68,0.0,44.98,44.98,09-05-2022,16:45
alibaba,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,42.044,0.478,0.0,10.80,10.66,09-05-2022,16:56
amazon,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,54.849,18.31,0.0,34.29,34.29,09-05-2022,16:57
azure,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,46.381,15.918,0.0,46.24,46.23,09-05-2022,16:57
google,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,59.565,42.533,0.0,43.40,43.40,09-05-2022,16:57
alibaba,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,93.974,23.082,0.0,10.80,10.64,09-05-2022,17:29
amazon,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,42.484,7.912,0.0,24.01,24.01,09-05-2022,17:30
azure,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,38.558,0.962,0.0,43.72,43.72,09-05-2022,17:30
google,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Windows,41.053,1.49,0.0,40.79,40.79,09-05-2022,17:30
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,41.852,3.719,0.0,10.67,12.60,09-05-2022,20:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.975,0.986,0.0,49.02,51.01,09-05-2022,20:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.998,0.471,0.0,49.09,50.10,09-05-2022,20:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,43.568,1.893,0.0,46.22,47.39,09-05-2022,20:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.101,0.451,0.0,10.69,12.03,10-05-2022,00:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.891,0.657,0.0,49.13,51.52,10-05-2022,00:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.074,1.411,0.0,47.68,49.66,10-05-2022,00:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.089,1.111,0.0,47.96,48.82,10-05-2022,00:01
alibaba,"AS2860 NOS COMUNICACOES, S.A.",Windows,61.762,5.909,0.2,9.22,9.22,10-05-2022,00:10
